-37.81364,144.96297
-37.81409,144.96318
-37.81413,144.9632
-37.81417,144.96322
-37.81421,144.96324
-37.81423,144.96324
-37.81424,144.96325
-37.81428,144.96326
-37.81429,144.96321
-37.8143,144.96318
-37.81432,144.96312
-37.81428,144.9631
-37.81425,144.96309
-37.81421,144.96307
-37.81417,144.96305
-37.81334,144.96267
-37.81328,144.96265
-37.81323,144.96262
-37.81318,144.9626
-37.81309,144.96256
-37.81285,144.96245
-37.81276,144.9624
-37.81241,144.96225
-37.81241,144.96224
-37.81234,144.96221
-37.81225,144.96217
-37.81219,144.96214
-37.81212,144.96211
-37.81171,144.96192
-37.81137,144.96176
-37.81132,144.96175
-37.81127,144.96172
-37.81046,144.96134
-37.81043,144.96133
-37.81038,144.96131
-37.81037,144.9613
-37.81033,144.96128
-37.8103,144.96127
-37.81028,144.96126
-37.81025,144.96125
-37.81022,144.96123
-37.80938,144.96085
-37.80935,144.96083
-37.80926,144.96079
-37.80919,144.96076
-37.80835,144.96037
-37.80832,144.96036
-37.80825,144.96033
-37.80814,144.96028
-37.80809,144.96026
-37.80767,144.96006
-37.80736,144.95992
-37.80722,144.95985
-37.80713,144.95981
-37.80703,144.95976
-37.80695,144.95971
-37.80679,144.95962
-37.80656,144.95951
-37.80645,144.95945
-37.80632,144.95939
-37.80631,144.95939
-37.80627,144.95939
-37.80619,144.95938
-37.80617,144.95938
-37.80614,144.95937
-37.80608,144.95934
-37.80589,144.95925
-37.80486,144.95877
-37.8042,144.95847
-37.80417,144.95846
-37.80409,144.95842
-37.80398,144.95837
-37.80386,144.95832
-37.80334,144.95808
-37.80299,144.95792
-37.80264,144.95775
-37.80229,144.9576
-37.80225,144.95758
-37.80221,144.95755
-37.80217,144.95752
-37.80211,144.95748
-37.80203,144.95738
-37.80201,144.95737
-37.80196,144.95733
-37.80193,144.9573
-37.80188,144.95727
-37.80184,144.95725
-37.80181,144.95723
-37.80181,144.9572
-37.80181,144.95716
-37.80181,144.95712
-37.8018,144.95709
-37.8018,144.95707
-37.80178,144.95705
-37.80177,144.95703
-37.80175,144.957
-37.80173,144.95698
-37.8017,144.95695
-37.80168,144.95693
-37.80164,144.95691
-37.80162,144.95691
-37.80158,144.9569
-37.80157,144.95691
-37.80156,144.95691
-37.80154,144.95691
-37.80139,144.95693
-37.80137,144.95693
-37.80131,144.95685
-37.80128,144.95681
-37.80125,144.95678
-37.8012,144.95671
-37.80112,144.95662
-37.80104,144.95652
-37.80094,144.9564
-37.8009,144.95638
-37.80087,144.95636
-37.80082,144.95635
-37.80078,144.95633
-37.80075,144.95631
-37.80028,144.95573
-37.80009,144.95545
-37.79985,144.95515
-37.79983,144.95512
-37.79974,144.95502
-37.79968,144.95494
-37.79961,144.95486
-37.79941,144.95461
-37.79904,144.95416
-37.79902,144.95413
-37.79899,144.95409
-37.79789,144.95268
-37.79763,144.95235
-37.79758,144.95228
-37.79716,144.95176
-37.79676,144.95129
-37.79674,144.95126
-37.79667,144.95118
-37.79662,144.95112
-37.79653,144.95101
-37.79632,144.95074
-37.7959,144.95022
-37.79528,144.94945
-37.79483,144.94888
-37.7948,144.94884
-37.79476,144.94879
-37.79474,144.94876
-37.79472,144.94874
-37.79471,144.94872
-37.79463,144.94863
-37.79374,144.94748
-37.79371,144.94745
-37.79369,144.94742
-37.79365,144.94737
-37.79358,144.9473
-37.79354,144.94725
-37.7935,144.94721
-37.79345,144.94715
-37.79341,144.94711
-37.79239,144.94582
-37.7921,144.94546
-37.7913,144.94446
-37.79047,144.9434
-37.79041,144.94333
-37.7904,144.94325
-37.79039,144.94324
-37.79033,144.94316
-37.79007,144.94284
-37.78957,144.9422
-37.78955,144.94218
-37.78945,144.94205
-37.78942,144.94202
-37.78937,144.94195
-37.7893,144.94185
-37.78924,144.94176
-37.78911,144.94159
-37.78901,144.94147
-37.78892,144.94136
-37.78873,144.94113
-37.78872,144.94111
-37.78864,144.94102
-37.78851,144.94086
-37.78844,144.94078
-37.78833,144.94066
-37.78829,144.94055
-37.78826,144.94052
-37.78821,144.94048
-37.78818,144.94045
-37.7881,144.9404
-37.78805,144.94037
-37.788,144.94034
-37.78791,144.94029
-37.78788,144.94027
-37.78782,144.94023
-37.7878,144.94022
-37.78779,144.94022
-37.78777,144.94021
-37.78773,144.9402
-37.78772,144.9402
-37.78771,144.94019
-37.7877,144.94018
-37.78767,144.94017
-37.7876,144.94013
-37.78745,144.94003
-37.78736,144.93996
-37.78725,144.93987
-37.78697,144.93965
-37.78682,144.93953
-37.78642,144.93921
-37.78632,144.93914
-37.78625,144.93915
-37.78624,144.93915
-37.78622,144.93915
-37.78621,144.93915
-37.78617,144.93915
-37.78615,144.93915
-37.78613,144.93915
-37.78609,144.93916
-37.78605,144.93918
-37.786,144.93919
-37.78597,144.93921
-37.78593,144.93923
-37.78588,144.93924
-37.78559,144.93934
-37.78541,144.93939
-37.78525,144.93941
-37.7851,144.93943
-37.7849,144.93943
-37.78474,144.93942
-37.78431,144.9394
-37.78366,144.93936
